"filename", "language", "TypeScript", "Vue", "Markdown", "comment", "blank", "total"
"/Users/peaker/dev/solar-finance/src/services/finance/FinanceService.ts", "TypeScript", 158, 0, 0, 64, 38, 260
"/Users/peaker/dev/solar-finance/src/services/transaction/TransactionService.ts", "TypeScript", 191, 0, 0, 53, 31, 275
"/Users/peaker/dev/solar-finance/src/stores/category/categoryService.ts", "TypeScript", 205, 0, 0, 59, 51, 315
"/Users/peaker/dev/solar-finance/src/stores/category/categoryStore.ts", "TypeScript", 121, 0, 0, 14, 37, 172
"/Users/peaker/dev/solar-finance/src/stores/category/defaultCategories.ts", "TypeScript", 218, 0, 0, 13, 10, 241
"/Users/peaker/dev/solar-finance/src/stores/category/index.ts", "TypeScript", 31, 0, 0, 7, 7, 45
"/Users/peaker/dev/solar-finance/src/stores/category/types.ts", "TypeScript", 41, 0, 0, 7, 7, 55
"/Users/peaker/dev/solar-finance/src/stores/common/types.ts", "TypeScript", 9, 0, 0, 1, 1, 11
"/Users/peaker/dev/solar-finance/src/stores/theme.ts", "TypeScript", 48, 0, 0, 6, 7, 61
"/Users/peaker/dev/solar-finance/src/stores/user.ts", "TypeScript", 157, 0, 0, 22, 43, 222
"/Users/peaker/dev/solar-finance/src/stores/user/index.ts", "TypeScript", 3, 0, 0, 1, 1, 5
"/Users/peaker/dev/solar-finance/src/stores/user/types.ts", "TypeScript", 17, 0, 0, 2, 3, 22
"/Users/peaker/dev/solar-finance/src/stores/user/userService.ts", "TypeScript", 97, 0, 0, 31, 14, 142
"/Users/peaker/dev/solar-finance/src/stores/user/userStore.ts", "TypeScript", 77, 0, 0, 28, 21, 126
"/Users/peaker/dev/solar-finance/src/types/asset.ts", "TypeScript", 23, 0, 0, 10, 4, 37
"/Users/peaker/dev/solar-finance/src/types/base.ts", "TypeScript", 5, 0, 0, 0, 0, 5
"/Users/peaker/dev/solar-finance/src/types/crypto.ts", "TypeScript", 11, 0, 0, 0, 4, 15
"/Users/peaker/dev/solar-finance/src/types/finance.ts", "TypeScript", 23, 0, 0, 9, 4, 36
"/Users/peaker/dev/solar-finance/src/types/index.ts", "TypeScript", 9, 0, 0, 0, 0, 9
"/Users/peaker/dev/solar-finance/src/types/investment.ts", "TypeScript", 26, 0, 0, 9, 3, 38
"/Users/peaker/dev/solar-finance/src/types/liability.ts", "TypeScript", 25, 0, 0, 9, 4, 38
"/Users/peaker/dev/solar-finance/src/types/loan.ts", "TypeScript", 31, 0, 0, 10, 4, 45
"/Users/peaker/dev/solar-finance/src/types/transaction.ts", "TypeScript", 42, 0, 0, 13, 4, 59
"/Users/peaker/dev/solar-finance/src/types/user.ts", "TypeScript", 8, 0, 0, 0, 1, 9
"/Users/peaker/dev/solar-finance/src/views/AccountsView.vue", "Vue", 0, 22, 0, 1, 3, 26
"/Users/peaker/dev/solar-finance/src/views/DashboardView.vue", "Vue", 0, 221, 0, 4, 19, 244
"/Users/peaker/dev/solar-finance/src/views/MoreView.vue", "Vue", 0, 199, 0, 6, 31, 236
"/Users/peaker/dev/solar-finance/src/views/NotFoundView.vue", "Vue", 0, 32, 0, 1, 4, 37
"/Users/peaker/dev/solar-finance/src/views/PinLoginView.vue", "Vue", 0, 232, 0, 5, 39, 276
"/Users/peaker/dev/solar-finance/src/views/TransactionView.vue", "Vue", 0, 275, 0, 5, 45, 325
"Total", "-", 1979, 4148, 2996, 539, 1465, 11127
