"filename", "language", "Vue", "comment", "blank", "total"
"/Users/peaker/dev/solar-finance/src/components/navigation/AppTopHeader.vue", "Vue", 61, 0, 0, 61
"/Users/peaker/dev/solar-finance/src/components/ui/icons/BaseIcon.vue", "Vue", 54, 0, 7, 61
"/Users/peaker/dev/solar-finance/src/layouts/IosLayout.vue", "Vue", 9, 0, 0, 9
"/Users/peaker/dev/solar-finance/src/views/transaction/TransactionView.vue", "Vue", 2, 0, 0, 2
"Total", "-", 126, 0, 7, 133
