"filename", "language", "Vue", "TypeScript", "Markdown", "comment", "blank", "total"
"/Users/peaker/dev/solar-finance/src/about/main.md", "Markdown", 0, 0, 35, 0, 0, 35
"/Users/peaker/dev/solar-finance/src/components/transactions/BookSelector.vue", "Vue", 26, 0, 0, 0, 5, 31
"/Users/peaker/dev/solar-finance/src/components/transactions/PercentageSlider.vue", "Vue", 10, 0, 0, 0, 0, 10
"/Users/peaker/dev/solar-finance/src/stores/book/bookStore.ts", "TypeScript", 0, 17, 0, 3, 5, 25
"/Users/peaker/dev/solar-finance/src/stores/system/systemStore.ts", "TypeScript", 0, 11, 0, 7, 2, 20
"/Users/peaker/dev/solar-finance/src/stores/transaction/defaultTransactions.ts", "TypeScript", 0, 113, 0, 8, 3, 124
"/Users/peaker/dev/solar-finance/src/stores/transaction/index.ts", "TypeScript", 0, 4, 0, 2, 1, 7
"/Users/peaker/dev/solar-finance/src/stores/transaction/transactionService.ts", "TypeScript", 0, 72, 0, 20, 11, 103
"/Users/peaker/dev/solar-finance/src/stores/transaction/transactionStore.ts", "TypeScript", 0, 168, 0, 43, 39, 250
"/Users/peaker/dev/solar-finance/src/stores/transaction/types.ts", "TypeScript", 0, 30, 0, 6, 8, 44
"/Users/peaker/dev/solar-finance/src/views/TransactionView.vue", "Vue", 33, 0, 0, 0, 5, 38
"Total", "-", 69, 415, 35, 89, 79, 687
